adress,age,reg_date,price,实用面积,建筑面积,tdtr1uprice,tdtrlGuprice,tdtr1ltdayheldd,tdtr1ltperc
 皓畋 10座  26樓 A室, 3 ,01/02/19,$6840萬,1487呎 ,-, $46000 ,-,-,-
天鑄 2期 3座  8樓 A室, 4 ,01/02/19,$5332萬,1606呎 ,-, $33202 ,-,-,-
天鑄 2期 3座  20樓 A室, 4 ,31/01/19,$7472萬,1606呎 ,-, $46524 ,-,-,-
  利寶大廈  六樓 C室 (118A號), 56 ,31/01/19,$1089萬,1119呎 ,-, $9730 ,-,[ 2485天,升34%]
天鑄 2期 5座  21樓 C室, 4 ,31/01/19,$7144萬,1624呎 ,-, $43993 ,-,-,-
天鑄 1期 8座  17樓 B室, 5 ,31/01/19,$2643萬,807呎 ,-, $32748 ,-,-,-
  金富大廈  9樓 A3室, 40 ,30/01/19,$663萬,445呎 ,560呎 , $14899 , $11839 ,[ 2986天,升102%]
 皓畋 7座  20樓 A室, 3 ,30/01/19,$3167萬,904呎 ,-, $35037 ,-,-,-
 皓畋 7座  18樓 A室, 3 ,30/01/19,$3147萬,904呎 ,-, $34816 ,-,-,-
 皓畋 7座  17樓 A室, 3 ,30/01/19,$3108萬,904呎 ,-, $34375 ,-,-,-
 皓畋 7座  16樓 A室, 3 ,30/01/19,$3088萬,904呎 ,-, $34155 ,-,-,-
 皓畋 7座  19樓 A室, 3 ,30/01/19,$3147萬,904呎 ,-, $34816 ,-,-,-
 皓畋 7座  21樓 A室, 3 ,30/01/19,$3187萬,904呎 ,-, $35257 ,-,-,-
  太平閣  10樓 D室, 29 ,29/01/19,$560萬,429呎 ,642呎 , $13054 , $8723 ,[ 3293天,升107%]
 皓畋 10座  8樓 B室, 3 ,29/01/19,$4100萬,1300呎 ,-, $31538 ,-,-,-
  德信園  11樓 A室, 55 ,29/01/19,$870萬,635呎 ,-, $13701 ,-,-,-
  怡富大廈  十五樓 B室, 35 ,28/01/19,$404萬,246呎 ,359呎 , $16423 , $11253 ,[ 5341天,升508%]
  康園  三樓 47號, 64 ,28/01/19,$1568萬,1141呎 ,1370呎 , $13742 , $11445 ,[ 3248天,升96%]
 皓畋 7座  11樓 G室, 3 ,28/01/19,$3332萬,975呎 ,-, $34175 ,-,-,-
  DUNBAR PLACE  13樓 B室, 7 ,28/01/19,$2600萬,1211呎 ,-, $21470 ,-,[ 1812天,升1%]
  建豐閣  5樓 B室, 26 ,28/01/19,$561萬,370呎 ,585呎 , $15170 , $9595 ,[ 2750天,升87%]
 怡安閣 A座  18樓 A3室, 44 ,28/01/19,$1510萬,976呎 ,1144呎 , $15471 , $13199 ,[ 2258天,升72%]
 巴富花園 嘉富閣  6樓 C室, 40 ,25/01/19,$1225萬,812呎 ,929呎 , $15086 , $13186 ,[ 5170天,升222%]
 皓畋 10座  7樓 B室, 3 ,25/01/19,$4100萬,1300呎 ,-, $31538 ,-,-,-
天鑄 2期 3座  19樓 A室, 4 ,25/01/19,$6764萬,1606呎 ,-, $42115 ,-,-,-
 加林閣 2座  11樓 A室, 39 ,25/01/19,$1700萬,1033呎 ,1331呎 , $16457 , $12772 ,[ 8071天,升111%]
天鑄 1期 6座  23樓 D室, 5 ,25/01/19,$2580萬,800呎 ,-, $32247 ,-,-,-
天鑄 1期 6座  22樓 D室, 5 ,25/01/19,$2562萬,800呎 ,-, $32021 ,-,-,-
 俊民苑 文斌閣 (B座)  三樓 6室, 40 ,25/01/19,$748萬,596呎 ,715呎 , $12550 , $10462 ,-,-
  德威大廈 (一期及二期)  十七樓 F室 (14號), 55 ,24/01/19,$1305萬,713呎 ,-, $18303 ,-,[ 6952天,升345%]
  龍翔大廈  13樓 A室, 55 ,24/01/19,$1020萬,809呎 ,-, $12608 ,-,-,-
天鑄 1期 8座  16樓 B室, 5 ,24/01/19,$2764萬,807呎 ,-, $34250 ,-,-,-
 ONE HOMANTIN 3座  19樓 G室 (連 天台), 3 ,23/01/19,$1497萬,483呎 ,-, $30986 ,-,-,-
 巴富花園 宜富閣  8樓 E室, 40 ,23/01/19,$1350萬,994呎 ,1135呎 , $13581 , $11894 ,-,-
天鑄 1期 7座  6樓 C室, 5 ,23/01/19,$4631萬,1481呎 ,-, $31273 ,-,-,-
天鑄 2期 3座  11樓 A室, 4 ,22/01/19,$5890萬,1606呎 ,-, $36673 ,-,-,-
天鑄 1期 8座  7樓 B室, 5 ,22/01/19,$2417萬,807呎 ,-, $29955 ,-,-,-
  雅緻園  2樓 C室, 41 ,22/01/19,$1294萬,864呎 ,984呎 , $14975 , $13148 ,[ 4063天,升127%]
天鑄 2期 3座  16樓 A室, 4 ,21/01/19,$6663萬,1606呎 ,-, $41487 ,-,-,-
天鑄 1期 8座  6樓 D室, 5 ,21/01/19,$4887萬,1398呎 ,-, $34957 ,-,-,-
 ONE HOMANTIN 7座  3樓 A室, 3 ,21/01/19,$1945萬,795呎 ,-, $24464 ,-,-,-
 爵士花園 3座  3樓 A室, 25 ,18/01/19,$1800萬,859呎 ,1075呎 , $20955 , $16744 ,[ 2631天,升75%]
 文豪閣 A座  11樓 A室, 35 ,18/01/19,$2275萬,1144呎 ,1380呎 , $19886 , $16486 ,[ 2382天,升78%]
天鑄 2期 3座  15樓 A室, 4 ,18/01/19,$6483萬,1606呎 ,-, $40367 ,-,-,-
 恆信園 4期  8樓 A室, 49 ,18/01/19,$1000萬,766呎 ,-, $13055 ,-,-,-
 皓畋 7座  10樓 G室, 3 ,17/01/19,$3167萬,975呎 ,-, $32485 ,-,-,-
天鑄 2期 5座  16樓 C室, 4 ,17/01/19,$6802萬,1624呎 ,-, $41884 ,-,-,-
天鑄 2期 5座  17樓 C室, 4 ,17/01/19,$6451萬,1624呎 ,-, $39725 ,-,-,-
  德福閣  9樓 D室, 44 ,17/01/19,$870萬,886呎 ,-, $9819 ,-,[ 4769天,升64%]
  錦華大廈  14樓 6室, 42 ,17/01/19,$330萬,248呎 ,310呎 , $13306 , $10645 ,[ 1492天,升30%]
天鑄 2期 5座  12樓 C室, 4 ,17/01/19,$5815萬,1624呎 ,-, $35807 ,-,-,-
天鑄 1期 8座  28樓 D室 (連 平台), 5 ,16/01/19,$11630萬,2221呎 ,-, $52364 ,-,-,-
 皓畋 7座  17樓 G室, 3 ,16/01/19,$3567萬,975呎 ,-, $36585 ,-,-,-
天鑄 1期 8座  16樓 C室, 5 ,16/01/19,$4442萬,1311呎 ,-, $33879 ,-,-,-
天鑄 1期 6座  10樓 C室, 5 ,16/01/19,$4278萬,1266呎 ,-, $33789 ,-,-,-
 雅士花園 1座  8樓 F室, 29 ,16/01/19,$1354萬,897呎 ,1123呎 , $15095 , $12057 ,[ 4094天,升135%]
天鑄 2期 5座  8樓 C室, 4 ,16/01/19,$5534萬,1624呎 ,-, $34078 ,-,-,-
天鑄 2期 3座  6樓 A室, 4 ,15/01/19,$5049萬,1606呎 ,-, $31438 ,-,-,-
 ONE HOMANTIN 7座  19樓 C室 (連 天台), 3 ,15/01/19,$1246萬,405呎 ,-, $30753 ,-,-,-
天鑄 2期 5座  20樓 C室, 4 ,15/01/19,$6359萬,1624呎 ,-, $39153 ,-,-,-
天鑄 1期 6座  8樓 C室, 5 ,15/01/19,$4042萬,1266呎 ,-, $31928 ,-,-,-
 ONE HOMANTIN 3座  18樓 C室, 3 ,15/01/19,$1396萬,509呎 ,-, $27418 ,-,-,-
  太子道西272號  二樓 B室, 60 ,15/01/19,$2000萬,893呎 ,1200呎 , $22396 , $16667 ,[ 2239天,升82%]
天鑄 1期 7座  7樓 C室, 5 ,14/01/19,$4916萬,1481呎 ,-, $33192 ,-,-,-
 ONE HOMANTIN 5座  18樓 B室, 3 ,14/01/19,$1392萬,495呎 ,-, $28123 ,-,-,-
天鑄 1期 7座  9樓 D室, 5 ,14/01/19,$5831萬,1479呎 ,-, $39425 ,-,-,-
天鑄 2期 5座  19樓 C室, 4 ,14/01/19,$6268萬,1624呎 ,-, $38595 ,-,-,-
天鑄 2期 3座  7樓 A室, 4 ,11/01/19,$5189萬,1606呎 ,-, $32307 ,-,-,-
 ONE HOMANTIN 7座  19樓 E室 (連 天台), 3 ,11/01/19,$2195萬,730呎 ,-, $30063 ,-,-,-
  錦華樓  13樓 D室, 54 ,11/01/19,$600萬,521呎 ,728呎 , $11516 , $8242 ,[ 6538天,升500%]
  蘭苑  六樓 B室, 55 ,10/01/19,$865萬,770呎 ,-, $11234 ,-,-,-
  嘉多利豪園  33樓 B室, 18 ,10/01/19,$1312萬,676呎 ,946呎 , $19408 , $13869 ,[ 3607天,升113%]
天鑄 1期 7座  12樓 D室, 5 ,10/01/19,$5402萬,1479呎 ,-, $36525 ,-,-,-
  偉德樓  三樓 C室, 32 ,10/01/19,$180萬,197呎 ,-, $9137 ,-,[ 2041天,升13%]
天鑄 1期 8座  30樓 C室 (連 天台 平台), 5 ,10/01/19,$17479萬,2587呎 ,-, $67563 ,-,-,-
天鑄 1期 8座  18樓 D室, 5 ,09/01/19,$6460萬,1479呎 ,-, $43678 ,-,-,-
天鑄 1期 8座  6樓 C室 (連 平台), 5 ,08/01/19,$4091萬,1259呎 ,-, $32490 ,-,-,-
 皓畋 6座  27樓 A室, 3 ,08/01/19,$7355萬,1471呎 ,-, $50000 ,-,-,-
 皓畋 6座  26樓 A室, 3 ,08/01/19,$7218萬,1474呎 ,-, $48967 ,-,-,-
天鑄 1期 8座  15樓 B室, 5 ,08/01/19,$3054萬,807呎 ,-, $37844 ,-,-,-
 富威花園 D座  十五樓 4室, 36 ,08/01/19,$500萬,260呎 ,414呎 , $19231 , $12077 ,[ 1201天,升29%]
天鑄 1期 8座  17樓 C室, 5 ,08/01/19,$4612萬,1311呎 ,-, $35176 ,-,-,-
 京士柏山 3座 (71號)  1樓 B室, 20 ,07/01/19,$2880萬,1215呎 ,1841呎 , $23704 , $15644 ,[ 1387天,升15%]
 恆信園 5期  16樓 C室, 48 ,07/01/19,$1460萬,987呎 ,-, $14792 ,-,-,-
  康麗花園  地下 F室, 31 ,07/01/19,$1248萬,694呎 ,843呎 , $17983 , $14804 ,[ 2164天,升52%]
天鑄 2期 5座  15樓 C室, 4 ,07/01/19,$5814萬,1624呎 ,-, $35802 ,-,-,-
天鑄 2期 5座  18樓 C室, 4 ,07/01/19,$6268萬,1624呎 ,-, $38594 ,-,-,-
天鑄 1期 8座  12樓 B室, 5 ,07/01/19,$2804萬,807呎 ,-, $34750 ,-,-,-
天鑄 1期 8座  19樓 B室, 5 ,07/01/19,$2840萬,807呎 ,-, $35192 ,-,-,-
天鑄 1期 8座  18樓 B室, 5 ,07/01/19,$3161萬,807呎 ,-, $39167 ,-,-,-
 翠華大廈 5座  6樓 126A號, 57 ,04/01/19,$1615萬,1518呎 ,-, $10639 ,-,-,-
天鑄 2期 5座  7樓 C室, 4 ,04/01/19,$4871萬,1624呎 ,-, $29995 ,-,-,-
 俊民苑 文明閣 (J座)  十樓 4室, 40 ,04/01/19,$630萬,519呎 ,623呎 , $12139 , $10112 ,-,-
天鑄 1期 8座  11樓 B室, 5 ,04/01/19,$2750萬,807呎 ,-, $34077 ,-,-,-
天鑄 1期 8座  9樓 B室, 5 ,04/01/19,$2453萬,807呎 ,-, $30402 ,-,-,-
天鑄 1期 7座  8樓 C室, 5 ,03/01/19,$4837萬,1481呎 ,-, $32659 ,-,-,-
天鑄 1期 8座  26樓 D室, 5 ,03/01/19,$6221萬,1479呎 ,-, $42062 ,-,-,-
 ONE HOMANTIN 3座  19樓 A室 (連 天台), 3 ,03/01/19,$2313萬,752呎 ,-, $30763 ,-,-,-
  青雲閣  25樓 A室, 19 ,02/01/19,$2980萬,1138呎 ,-, $26186 ,-,-,-
  文田閣  10樓 A室, 45 ,02/01/19,$1650萬,1173呎 ,1350呎 , $14066 , $12222 ,[ 6476天,升184%]
  昌邦閣  8樓 B室, 29 ,02/01/19,$1650萬,914呎 ,1228呎 , $18053 , $13436 ,[ 4598天,升206%]
  明德園  5樓 B室, 56 ,02/01/19,$1675萬,1249呎 ,1470呎 , $13411 , $11395 ,[ 2396天,升41%]
 爵士花園 5座  15樓 B室, 25 ,02/01/19,$2180萬,1056呎 ,1322呎 , $20644 , $16490 ,[ 7590天,升63%]
 ONE HOMANTIN 6座  15樓 D室, 3 ,31/12/18,$1869萬,-,-,-,-,[ 112天,跌1%]
天鑄 1期 8座  12樓 D室, 5 ,31/12/18,$5236萬,1479呎 ,-, $35404 ,-,-,-
 富威花園 D座  八樓 4室, 36 ,31/12/18,$550萬,260呎 ,414呎 , $21154 , $13285 ,[ 1601天,升63%]
天鑄 1期 8座  19樓 D室, 5 ,31/12/18,$6829萬,1479呎 ,-, $46171 ,-,-,-
  文釆閣  5樓 B室, 30 ,28/12/18,$1138萬,753呎 ,1118呎 , $15113 , $10179 ,[ 4269天,升134%]
天鑄 1期 8座  26樓 C室, 5 ,28/12/18,$5339萬,1311呎 ,-, $40724 ,-,-,-
  太平道6A號  三樓 6A號, 65 ,28/12/18,$1190萬,1302呎 ,-, $9140 ,-,[ 1313天,升33%]
天鑄 1期 8座  19樓 C室, 5 ,28/12/18,$4371萬,1311呎 ,-, $33341 ,-,-,-
天鑄 1期 8座  20樓 D室, 5 ,28/12/18,$5469萬,1479呎 ,-, $36976 ,-,-,-
 俊民苑 文賀閣 (D座)  十六樓 5室, 39 ,28/12/18,$700萬,554呎 ,665呎 , $12635 , $10526 ,-,-
天鑄 1期 8座  18樓 C室, 5 ,27/12/18,$4612萬,1311呎 ,-, $35176 ,-,-,-
天鑄 1期 8座  8樓 B室, 5 ,27/12/18,$2657萬,807呎 ,-, $32928 ,-,-,-
 君頤峰 5座  32樓 B室, 16 ,24/12/18,$2600萬,959呎 ,1266呎 , $27112 , $20537 ,[ 5115天,升145%]
半山壹號 2期 富甲半山 半山徑23號  25樓 23號, 11 ,24/12/18,$2100萬,1137呎 ,1491呎 , $18470 , $14085 ,[ 882天,升14%]
天鑄 1期 8座  20樓 C室, 5 ,21/12/18,$4450萬,1311呎 ,-, $33944 ,-,-,-
 東方花園 A座  6樓 A4室, 53 ,21/12/18,$1300萬,989呎 ,-, $13145 ,-,-,-
  太子道西274號  三樓 274號, 59 ,21/12/18,$2385萬,925呎 ,-, $25784 ,-,[ 3955天,升223%]
  怡景大廈  24樓 C室, 43 ,20/12/18,$725萬,502呎 ,560呎 , $14442 , $12946 ,[ 1657天,升32%]
 皓畋 1座  6樓 B室, 3 ,20/12/18,$1325萬,681呎 ,-, $19457 ,-,[ 940天,跌2%]
 ONE HOMANTIN 5座  地下 C室 (連 花園), 3 ,20/12/18,$1962萬,751呎 ,-, $26123 ,-,-,-
  KADOORIA  地下 117號, 4 ,20/12/18,$8163萬,1798呎 ,-, $45402 ,-,-,-
  KADOORIA  地下 121號, 4 ,20/12/18,$7870萬,1781呎 ,-, $44188 ,-,-,-
 君頤峰 5座  32樓 A室, 16 ,20/12/18,$2700萬,1008呎 ,1309呎 , $26786 , $20626 ,[ 4315天,升7%]
天鑄 1期 8座  21樓 B室, 5 ,20/12/18,$2907萬,902呎 ,-, $32223 ,-,-,-
天鑄 1期 8座  15樓 D室, 5 ,20/12/18,$4960萬,1479呎 ,-, $33536 ,-,-,-
天鑄 1期 8座  10樓 D室, 5 ,20/12/18,$5012萬,1479呎 ,-, $33886 ,-,-,-
天鑄 1期 8座  23樓 B室, 5 ,19/12/18,$3098萬,807呎 ,-, $38394 ,-,-,-
  KADOORIA  3樓 113號, 4 ,19/12/18,$8128萬,1945呎 ,-, $41789 ,-,-,-
天鑄 1期 8座  11樓 D室, 5 ,19/12/18,$5087萬,1479呎 ,-, $34394 ,-,-,-
天鑄 1期 8座  15樓 C室, 5 ,18/12/18,$4389萬,1311呎 ,-, $33478 ,-,-,-
 冠華園 B座  二十樓 B2室, 55 ,18/12/18,$1250萬,1069呎 ,-, $11693 ,-,-,-
  彌敦大廈  十樓 508號 (後座), 62 ,17/12/18,$410萬,343呎 ,-, $11953 ,-,-,-
  澤豐大廈  十樓 E室, 54 ,17/12/18,$410萬,312呎 ,-, $13141 ,-,-,-
天鑄 1期 8座  8樓 D室, 5 ,17/12/18,$4490萬,1479呎 ,-, $30356 ,-,-,-
  年豐樓  3樓 A室, 47 ,17/12/18,$1550萬,995呎 ,-, $15578 ,-,[ 2094天,升48%]
天鑄 1期 8座  10樓 C室, 5 ,17/12/18,$4329萬,1311呎 ,-, $33018 ,-,-,-
天鑄 1期 8座  25樓 D室, 5 ,17/12/18,$5596萬,1479呎 ,-, $37838 ,-,-,-
天鑄 1期 8座  16樓 D室, 5 ,14/12/18,$5323萬,1479呎 ,-, $35988 ,-,-,-
天鑄 1期 8座  8樓 C室, 5 ,14/12/18,$3807萬,1311呎 ,-, $29039 ,-,-,-
天鑄 1期 8座  17樓 D室, 5 ,14/12/18,$5452萬,1479呎 ,-, $36861 ,-,-,-
天鑄 1期 8座  7樓 D室, 5 ,14/12/18,$4357萬,1479呎 ,-, $29459 ,-,-,-
  山谷道15號  二樓 15號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,-,-
  山谷道15號  三樓 15號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,-,-
  山谷道15號  四樓 15號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 4415天,升789%]
  山谷道15號  五樓 15號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 7111天,升716%]
  山谷道15號  六樓 15號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,-,-
  山谷道15號  七樓 15號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 4642天,無升跌]
  山谷道15號  八樓 15號, 56 ,14/12/18,$929萬,652呎 ,-, $14245 ,-,-,-
  山谷道17號  二樓 17號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 7919天,升444%]
  山谷道17號  三樓 17號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 5801天,無升跌]
  山谷道17號  四樓 17號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,-,-
  山谷道17號  五樓 17號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 8261天,升988%]
  山谷道17號  六樓 17號, 56 ,14/12/18,$816萬,652呎 ,-, $12519 ,-,[ 7748天,升380%]
  山谷道17號  八樓 17號, 56 ,14/12/18,$929萬,652呎 ,-, $14245 ,-,[ 5956天,無升跌]
  山谷道19號  二樓 19號, 69 ,14/12/18,$1216萬,760呎 ,-, $16000 ,-,[ 1542天,升134%]
  山谷道19號  三樓 19號, 69 ,14/12/18,$1210萬,756呎 ,-, $16000 ,-,-,-
  山谷道19號  四樓 19號 (A室), 69 ,14/12/18,$464萬,-,-,-,-,-,-
  山谷道19號  四樓 19號 (B室), 69 ,14/12/18,$392萬,191呎 ,-, $20524 ,-,-,-
  山谷道19號  四樓 19號 (C室), 69 ,14/12/18,$283萬,177呎 ,-, $16000 ,-,-,-
  山谷道21號  二樓 21號, 69 ,14/12/18,$1216萬,760呎 ,-, $16000 ,-,-,-
  山谷道21號  三樓 21號, 69 ,14/12/18,$1210萬,756呎 ,-, $16000 ,-,-,-
  山谷道21號  四樓 21號, 69 ,14/12/18,$1139萬,712呎 ,-, $16000 ,-,-,-
 ONE HOMANTIN 2座  19樓 B室 (連 天台), 3 ,14/12/18,$1505萬,493呎 ,-, $30533 ,-,-,-
天鑄 1期 8座  12樓 C室, 5 ,13/12/18,$4285萬,1311呎 ,-, $32685 ,-,-,-
  海倫苑  3樓 C室, 29 ,12/12/18,$1700萬,1145呎 ,1438呎 , $14847 , $11822 ,[ 3541天,升151%]
天鑄 1期 8座  11樓 C室, 5 ,12/12/18,$4241萬,1311呎 ,-, $32346 ,-,-,-
天鑄 1期 8座  22樓 D室, 5 ,12/12/18,$5516萬,1479呎 ,-, $37295 ,-,-,-
  全發大廈  十樓 A室, 42 ,12/12/18,$385萬,288呎 ,-, $13368 ,-,[ 1097天,升20%]
 俊民苑 文福閣 (A座)  七樓 1室, 40 ,12/12/18,$700萬,596呎 ,715呎 , $11745 , $9790 ,-,-
天鑄 1期 8座  21樓 D室, 5 ,11/12/18,$5784萬,1479呎 ,-, $39105 ,-,-,-
天鑄 1期 8座  23樓 D室, 5 ,11/12/18,$5867萬,1479呎 ,-, $39666 ,-,-,-
 ONE HOMANTIN 1座  12樓 A室, 3 ,11/12/18,$3000萬,975呎 ,-, $30769 ,-,[ 804天,升47%]
天鑄 1期 8座  9樓 C室, 5 ,10/12/18,$4074萬,1311呎 ,-, $31078 ,-,-,-
天鑄 1期 8座  21樓 C室, 5 ,06/12/18,$4760萬,1311呎 ,-, $36308 ,-,-,-
天鑄 1期 8座  22樓 C室, 5 ,06/12/18,$4611萬,1311呎 ,-, $35169 ,-,-,-
天鑄 1期 8座  22樓 B室, 5 ,06/12/18,$2930萬,807呎 ,-, $36307 ,-,-,-
天鑄 1期 8座  27樓 D室, 5 ,06/12/18,$7006萬,1479呎 ,-, $47369 ,-,-,-
  澤豐大廈  六樓 D室, 54 ,05/12/18,$400萬,362呎 ,530呎 , $11050 , $7547 ,[ 1689天,升14%]
 ONE HOMANTIN 6座  19樓 D室 (連 天台), 3 ,05/12/18,$2063萬,696呎 ,-, $29634 ,-,-,-
天鑄 1期 8座  23樓 C室, 5 ,04/12/18,$4983萬,1311呎 ,-, $38006 ,-,-,-
 ONE HOMANTIN 7座  5樓 A室, 3 ,04/12/18,$1981萬,795呎 ,-, $24917 ,-,-,-
天鑄 1期 8座  25樓 B室, 5 ,04/12/18,$3001萬,807呎 ,-, $37192 ,-,-,-
天鑄 1期 8座  25樓 C室, 5 ,04/12/18,$5493萬,1311呎 ,-, $41898 ,-,-,-
 冠暉苑 高暉閣 (B座)  14樓 8室, 21 ,04/12/18,$400萬,292呎 ,-, $13699 ,-,-,-
 皓畋 7座  22樓 G室, 3 ,03/12/18,$3380萬,975呎 ,-, $34667 ,-,-,-
  雋瓏  6樓 B室, 6 ,30/11/18,$2290萬,932呎 ,-, $24571 ,-,[ 1497天,跌1%]
  正平大廈  23樓 A室, 49 ,30/11/18,$692萬,491呎 ,650呎 , $14094 , $10646 ,[ 3446天,升140%]
  偉德樓  二樓 B室, 32 ,30/11/18,$350萬,252呎 ,255呎 , $13889 , $13725 ,[ 4587天,升466%]
天鑄 1期 7座  6樓 B室, 5 ,29/11/18,$2430萬,988呎 ,-, $24595 ,-,[ 1193天,升1%]
天鑄 1期 8座  10樓 B室, 5 ,29/11/18,$2616萬,807呎 ,-, $32414 ,-,-,-
  太子台  5樓 C室, 47 ,29/11/18,$1000萬,805呎 ,1000呎 , $12422 , $10000 ,[ 6627天,升213%]
  百樂大廈  三樓 B室 (324號), 56 ,29/11/18,$510萬,556呎 ,-, $9173 ,-,-,-
 俊民苑 文彥閣 (M座)  九樓 5室, 39 ,29/11/18,$700萬,554呎 ,665呎 , $12635 , $10526 ,-,-
  太子台  7樓 C室, 47 ,27/11/18,$1220萬,805呎 ,1000呎 , $15155 , $12200 ,[ 3007天,升74%]
  太子花園  10樓 B室, 42 ,27/11/18,$1865萬,1091呎 ,1250呎 , $17094 , $14920 ,-,-
  怡富大廈  六樓 A室, 35 ,27/11/18,$380萬,246呎 ,359呎 , $15447 , $10585 ,[ 2859天,升132%]
 俊民苑 文愛閣 (K座)  十樓 8室, 40 ,26/11/18,$650萬,525呎 ,629呎 , $12381 , $10334 ,-,-
  雅利德樺臺  19樓 E室, 20 ,26/11/18,$1250萬,906呎 ,1169呎 , $13797 , $10693 ,[ 3235天,升78%]
 君頤峰 7座  16樓 B室, 16 ,23/11/18,$2000萬,931呎 ,1223呎 , $21482 , $16353 ,[ 204天,跌7%]
天鑄 1期 洋房8  23號 8號屋 (連 天台 花園 平台), 5 ,23/11/18,$33379萬,3405呎 ,-, $98029 ,-,-,-
  雅利德樺臺  8樓 B室, 20 ,22/11/18,$1402萬,906呎 ,1169呎 , $15475 , $11993 ,[ 6544天,升201%]
 皓畋 10座  9樓 A室, 3 ,22/11/18,$3460萬,943呎 ,-, $36689 ,-,-,-
  常康園  6樓 E室, 48 ,21/11/18,$1950萬,1496呎 ,1663呎 , $13035 , $11726 ,[ 3449天,升122%]
 巴富洋樓 B1座  11樓 B室, 46 ,21/11/18,$2148萬,1195呎 ,-, $17975 ,-,-,-
天鑄 1期 洋房7  23號 7號屋 (連 天台 花園 平台), 5 ,21/11/18,$24893萬,2784呎 ,-, $89416 ,-,-,-
  芝齡大廈  十六樓 A室, 45 ,19/11/18,$700萬,576呎 ,781呎 , $12153 , $8963 ,-,-
  冠熹苑  31樓 10室, 20 ,16/11/18,$420萬,211呎 ,283呎 , $19905 , $14841 ,-,-
  青雲閣  21樓 B室, 19 ,15/11/18,$1060萬,484呎 ,688呎 , $21901 , $15407 ,[ 4312天,升191%]
  澤豐大廈  十一樓 C室, 54 ,15/11/18,$610萬,540呎 ,-, $11296 ,-,[ 2290天,升61%]
  太子道西272號  二樓 C室, 60 ,15/11/18,$1665萬,710呎 ,-, $23451 ,-,-,-
  皇帝大廈  五樓 B室, 55 ,14/11/18,$1450萬,1022呎 ,1200呎 , $14188 , $12083 ,-,-
  太平居  10樓 A室, 22 ,14/11/18,$585萬,318呎 ,465呎 , $18396 , $12581 ,[ 2422天,升77%]
  KADOORIA  2樓 121號, 4 ,13/11/18,$8319萬,1856呎 ,-, $44822 ,-,-,-
  怡富大廈  二樓 D室, 35 ,13/11/18,$400萬,244呎 ,372呎 , $16393 , $10753 ,[ 4288天,升535%]
  蔚景樓  二十五樓 B室, 45 ,09/11/18,$533萬,340呎 ,-, $15676 ,-,[ 1218天,升27%]
 皓畋 9座  9樓 B室, 3 ,09/11/18,$3450萬,958呎 ,-, $36008 ,-,-,-
 皓畋 3座  27樓 G室, 3 ,08/11/18,$6259萬,1359呎 ,-, $46054 ,-,-,-
 俊民苑 文蘭閣 (C座)  六樓 5室, 40 ,07/11/18,$730萬,554呎 ,665呎 , $13177 , $10977 ,-,-
  KADOORIA  地下 123號, 4 ,07/11/18,$9880萬,1961呎 ,-, $50382 ,-,-,-
 怡安閣 B座  6樓 B2室, 44 ,07/11/18,$600萬,566呎 ,665呎 , $10601 , $9023 ,[ 7162天,升228%]
 皓畋 2座  26樓 A室, 3 ,07/11/18,$5774萬,1283呎 ,-, $45000 ,-,-,-
 皓畋 2座  27樓 A室, 3 ,07/11/18,$5897萬,1282呎 ,-, $46000 ,-,-,-
  明寓  3樓 A室, 4 ,06/11/18,$3715萬,1310呎 ,-, $28361 ,-,-,-
  明寓  5樓 A室, 4 ,06/11/18,$4061萬,1310呎 ,-, $31000 ,-,-,-
  明寓  3樓 B室, 4 ,05/11/18,$3736萬,1304呎 ,-, $28650 ,-,-,-
  明寓  2樓 A室, 4 ,05/11/18,$3541萬,1310呎 ,-, $27029 ,-,-,-
  明寓  2樓 B室, 4 ,05/11/18,$3694萬,1304呎 ,-, $28324 ,-,-,-
  KADOORIA  3樓 117號, 4 ,02/11/18,$8196萬,1820呎 ,-, $45033 ,-,-,-
 ONE HOMANTIN 6座  18樓 D室, 3 ,02/11/18,$1950萬,696呎 ,-, $28011 ,-,-,-
 ONE HOMANTIN 1座  16樓 C室, 3 ,01/11/18,$1804萬,688呎 ,-, $26224 ,-,-,-
  金百利大廈  10樓 A室, 43 ,01/11/18,$1900萬,1195呎 ,1375呎 , $15900 , $13818 ,[ 3206天,升84%]
 俊民苑 文斌閣 (B座)  十六樓 7室, 40 ,31/10/18,$718萬,485呎 ,582呎 , $14804 , $12337 ,-,-
  梭椏道27號  二樓 27號, 68 ,31/10/18,$1070萬,980呎 ,-, $10918 ,-,[ 1452天,升43%]
